text_equiv	language	font_family	segment_type	segment_id	url_id	region	rotation	full_region	full_rotation
geehrten	German	Antiqua	Word	Der-Pionier-1891-04-04_P02_r1_line0002_word0001	287	5607,3847,372,99	0.0	5220,3307,1687,3062	0.0
Vacca,	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0033_word0000	125	320,4010,219,76	359.375	233,456,2172,6851	359.375
an	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0008_word0007	27	2278,4761,71,42	359.75	613,4008,2645,2109	359.75
Geld	German	Fraktur	Word	Kolonie-Zeitung-1879-11-22_P03_r1_line0006_word0005	102	4619,7126,159,68	0.0	2940,6208,2477,1208	0.0
Bernhard.	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0017_word0005	5	1521,3599,284,70	0.0	415,2513,3072,1971	0.0
mit	German	Fraktur	Word	Kolonie-Zeitung-1874-08-22_P03_r1_line0008_word0000	80	256,7016,145,87	0.25	215,6474,2520,1242	0.25
fordert	German	Fraktur	Word	Kolonie-Zeitung-1867-08-24_P03_r1_line0016_word0012	24	5787,2937,181,69	359.875	3351,1574,2644,1912	359.875
müſſen	German	Fraktur	Word	Kolonie-Zeitung-1869-02-27_P03_r1_line0008_word0003	38	3895,2578,251,96	359.625	2932,1651,2443,1127	359.625
bewäſſern,	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0034_word0000	125	317,4097,343,89	359.375	233,456,2172,6851	359.375
Direktor⸗Ingenieurs	German	Fraktur	Word	Kolonie-Zeitung-1873-12-20_P03_r1_line0011_word0004	71	1272,6019,697,91	0.0	217,5044,2483,1775	0.0
wünschen,	German	Antiqua	Word	Der-Pionier-1889-11-09_P03_r1_line0015_word0008	260	4872,3167,438,98	0.0	1960,539,3397,2986	0.0
bethei⸗	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0009_word0009	75	5117,4626,217,80	0.25	2871,3671,2483,4110	0.25
Mitglieder	German	Fraktur	Word	Kolonie-Zeitung-1874-04-18_P03_r1_line0004_word0002	74	3664,6116,349,92	359.875	2831,5766,2498,531	359.875
welchem	German	Fraktur	Word	Der-Pionier-1889-09-04_P02_r1_line0030_word0002	257	5584,4139,251,79	0.0	5244,463,1713,6266	0.0
Henry	German	Fraktur	Word	Kolonie-Zeitung-1880-01-24_P05_r1_line0003_word0001	103	3672,5291,261,97	359.75	3269,4774,1818,1396	359.75
Kaufleute,	German	Antiqua	Word	Der-Pionier-1889-11-09_P03_r1_line0015_word0006	260	4025,3169,435,98	0.0	1960,539,3397,2986	0.0
utilidade	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0037_word0003	75	3697,7089,330,69	0.25	2871,3671,2483,4110	0.25
mien	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0016_word0000	75	2907,5228,158,70	0.25	2871,3671,2483,4110	0.25
em	Portuguese	Antiqua	Word	Kolonie-Zeitung-1887-07-29_P03_r1_line0021_word0001	152	1168,6169,120,57	0.0	664,3063,2098,3713	0.0
Gruber,	German	Textura	Word	Kolonie-Zeitung-1867-12-21_P03_r1_line0007_word0002	28	1972,3034,222,71	359.625	634,2370,2609,1045	359.625
Vossgrau.	German	Script	Word	Der-Pionier-1888-09-22_P02_r1_line0014_word0001	239	5917,9870,603,230	0.0	3569,7836,3421,2597	0.0
Aus	German	Fraktur	Word	Deutsches-Echo-1886-06-19_P05_r1_line0027_word0007	206	3328,864,65,33	359.375	2331,285,1094,1125	359.375
Nummern.	German	Fraktur	Word	Kolonie-Zeitung-1889-12-24_P03_r1_line0014_word0002	195	4203,6667,374,73	0.0	2507,4596,2157,3839	0.0
Gunſten	German	Fraktur	Word	Kolonie-Zeitung-1868-09-05_P03_r1_line0006_word0008	35	4579,4974,229,66	359.75	3077,4430,2458,1719	359.75
lische,	German	Antiqua	Word	Kolonie-Zeitung-1865-06-10_P03_r1_line0002_word0000	12	376,3622,283,94	359.125	356,3418,3109,930	359.125
Abe	German	Antiqua	Word	Kolonie-Zeitung-1888-12-20_P00_r1_line0003_word0001	186	5750,8740,193,68	0.0	4924,7965,2004,1444	0.0
Dichter.	German	Fraktur	Word	Kolonie-Zeitung-1874-08-08_P04_r1_line0015_word0005	79	2386,8473,213,77	0.25	344,7231,2520,1833	0.25
Haus	German	Antiqua	Word	Der-Pionier-1889-11-09_P03_r1_line0015_word0002	260	2805,3167,217,80	0.0	1960,539,3397,2986	0.0
Francisca	German	Fraktur	Word	Kolonie-Zeitung-1867-12-21_P03_r1_line0000_word0010	28	2266,2386,324,77	359.625	634,2370,2609,1045	359.625
Uhlen,	German	Fraktur	Word	Kolonie-Zeitung-1875-08-21_P03_r1_line0010_word0002	89	3765,5934,182,65	0.375	3227,4706,2134,1813	0.375
Preiſe	German	Fraktur	Word	Kolonie-Zeitung-1887-10-14_P03_r1_line0020_word0008	161	4627,2623,167,69	359.75	2962,969,2082,3254	359.75
Joinville.	German	Fraktur	Word	Kolonie-Zeitung-1865-01-21_P03_r1_line0002_word0000	10	466,3921,341,101	359.75	466,3706,2921,316	359.75
keiner	German	Fraktur	Word	Kolonie-Zeitung-1867-08-24_P03_r1_line0014_word0004	24	3915,2798,154,57	359.875	3351,1574,2644,1912	359.875
fortgeführt	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0012_word0002	29	4039,4728,357,92	0.125	3251,3515,2466,4041	0.125
Sorten	German	Antiqua	Word	Der-Pionier-1891-04-04_P02_r1_line0009_word0003	287	6253,4749,294,102	0.0	5220,3307,1687,3062	0.0
Medaille.	German	Fraktur	Word	Der-Pionier-1888-01-21_P05_r1_line0013_word0001	222	1288,8100,311,72	359.5	174,6916,1671,2473	359.5
DE	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-11-07_P03_r1_line0013_word0001	83	4279,3680,229,119	359.375	2783,2240,3719,2799	359.375
Mts.	German	Antiqua	Word	Kolonie-Zeitung-1868-03-21_P03_r1_line0000_word0004	31	1141,5369,127,53	359.5	719,5294,1195,459	359.5
Deutſch,	German	Fraktur	Word	Kolonie-Zeitung-1884-08-15_P03_r1_line0009_word0000	132	5257,1641,283,97	359.75	5053,592,2062,1721	359.75
meinem	German	Fraktur	Word	Kolonie-Zeitung-1869-08-21_P03_r1_line0006_word0006	40	2148,8646,264,73	359.375	307,7965,2529,975	359.375
Eine	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0026_word0004	29	4178,5884,128,57	0.125	3251,3515,2466,4041	0.125
Be⸗	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0063_word0008	125	2176,6756,122,74	359.375	233,456,2172,6851	359.375
geladenen,	German	Fraktur	Word	Deutsches-Echo-1886-07-17_P03_r1_line0008_word0000	207	1187,4120,165,41	0.625	1168,3831,1118,678	0.625
Hieſige	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0020_word0001	125	590,2853,235,96	359.375	233,456,2172,6851	359.375
empfiehlt	German	Fraktur	Word	Kolonie-Zeitung-1889-12-24_P03_r1_line0027_word0000	195	2517,8319,335,102	0.0	2507,4596,2157,3839	0.0
Ködersaamen,	German	Antiqua	Word	Der-Pionier-1889-11-09_P03_r1_line0005_word0003	260	2779,1783,593,97	0.0	1960,539,3397,2986	0.0
Aepfel,	German	Textura	Word	Kolonie-Zeitung-1881-12-17_P03_r1_line0002_word0003	121	4764,7342,395,147	359.75	2983,7057,2390,1164	359.75
Caxoeiraſtraße,	German	Fraktur	Word	Kolonie-Zeitung-1873-01-25_P03_r1_line0008_word0002	60	2082,4275,499,89	359.375	346,3487,2467,1043	359.375
W.	German	Fraktur	Word	Kolonie-Zeitung-1884-10-24_P03_r1_line0000_word0003	134	3978,5617,153,90	0.0	2841,5578,2021,1377	0.0
alle	German	Fraktur	Word	Der-Pionier-1888-12-08_P03_r1_line0004_word0001	245	1756,7705,113,69	359.75	193,7090,1700,1564	359.75
Auszeichnungen.	German	Fraktur	Word	Kolonie-Zeitung-1900-01-04_P03_r1_line0010_word0002	197	2884,1846,599,93	359.875	2502,785,3144,1396	359.875
hier⸗	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0014_word0006	125	2227,2369,150,74	359.375	233,456,2172,6851	359.375
bitte	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0039_word0000	29	3252,6843,150,71	0.125	3251,3515,2466,4041	0.125
bestens	German	Antiqua	Word	Der-Pionier-1891-04-04_P02_r1_line0011_word0000	287	5252,5095,311,74	0.0	5220,3307,1687,3062	0.0
(Monatliche	German	Antiqua	Word	Kolonie-Zeitung-1887-07-15_P03_r1_line0003_word0000	151	3303,3650,329,71	359.875	2892,3210,2064,1041	359.875
zeige	German	Fraktur	Word	Deutsches-Echo-1886-06-19_P05_r1_line0024_word0005	206	3126,730,81,42	359.375	2331,285,1094,1125	359.375
tem	Portuguese	Antiqua	Word	Kolonie-Zeitung-1877-08-25_P03_r1_line0000_word0003	95	1961,8427,146,60	0.25	519,8414,2496,459	0.25
renommirteſte	German	Fraktur	Word	Kolonie-Zeitung-1900-01-04_P03_r1_line0005_word0003	197	3733,1329,568,96	359.875	2502,785,3144,1396	359.875
aos	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0042_word0006	75	4950,7529,117,47	0.25	2871,3671,2483,4110	0.25
hier	German	Fraktur	Word	Kolonie-Zeitung-1877-03-10_P03_r1_line0001_word0009	93	5563,6574,128,81	0.75	3228,6441,2477,609	0.75
mögliche	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0023_word0000	125	339,3114,284,86	359.375	233,456,2172,6851	359.375
Heiſerkeit,	German	Fraktur	Word	Kolonie-Zeitung-1882-08-12_P03_r1_line0036_word0001	126	3065,6866,486,126	0.0	2621,2096,2088,6158	0.0
Soeben	German	Antiqua	Word	Der-Pionier-1891-05-13_P03_r1_line0000_word0001	290	5765,8121,184,56	0.0	5383,7887,1583,2188	0.0
u.	German	Fraktur	Word	Kolonie-Zeitung-1881-06-18_P03_r1_line0010_word0002	114	4466,4104,65,51	359.5	2895,3016,2538,1322	359.5
qualquer	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0031_word0008	75	4591,6569,332,91	0.25	2871,3671,2483,4110	0.25
Abendeſſen	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0025_word0007	5	2683,4082,366,88	0.0	415,2513,3072,1971	0.0
com	Portuguese	Antiqua	Word	Kolonie-Zeitung-1867-02-23_P03_r1_line0005_word0010	23	2894,5300,124,37	0.125	582,4766,2652,1434	0.125
Preiſe	German	Fraktur	Word	Kolonie-Zeitung-1889-09-05_P03_r1_line0004_word0003	189	1596,4105,215,94	0.0	681,3578,2052,861	0.0
manche	German	Fraktur	Word	Kolonie-Zeitung-1864-03-19_P03_r1_line0010_word0006	7	1535,1087,245,87	359.5	514,502,3121,1245	359.5
Uebel,	German	Fraktur	Word	Kolonie-Zeitung-1872-05-04_P03_r1_line0010_word0004	55	3821,6627,166,61	0.5	2931,5739,2499,1886	0.5
werden	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0036_word0001	29	3399,6589,193,54	0.125	3251,3515,2466,4041	0.125
Deutſche	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0004_word0001	5	554,2951,287,89	0.0	415,2513,3072,1971	0.0
Agosto	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0026_word0004	75	4006,6129,293,101	0.25	2871,3671,2483,4110	0.25
Janeiro	Portuguese	Fraktur	Word	Kolonie-Zeitung-1865-12-09_P03_r1_line0001_word0004	16	1371,2469,289,92	359.75	512,2300,3067,1018	359.75
„Alleman	Portuguese	Antiqua	Word	Kolonie-Zeitung-1873-03-15_P03_r1_line0002_word0000	61	1137,8506,416,90	359.75	369,8338,2488,547	359.75
Arbeiten.	German	Fraktur	Word	Kolonie-Zeitung-1863-12-12_P03_r1_line0001_word0008	6	2819,3291,306,75	359.75	390,3115,3065,517	359.75
Gal⸗	German	Fraktur	Word	Der-Pionier-1888-07-28_P02_r1_line0052_word0004	236	4922,9069,194,78	0.0	3481,2897,1654,6853	0.0
„Hotel	German	Kanzlei	Word	Kolonie-Zeitung-1882-12-15_P03_r1_line0016_word0001	129	1691,1376,557,185	359.875	402,575,4071,1627	359.875
BALSTER	German	Antiqua	Word	Der-Pionier-1891-03-21_P02_r1_line0011_word0001	284	6340,2508,475,79	0.375	5142,394,1722,2432	0.375
Aufträge	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0032_word0005	29	4244,6308,238,74	0.125	3251,3515,2466,4041	0.125
Jedes	German	Fraktur	Word	Der-Pionier-1888-03-24_P04_r1_line0044_word0000	226	5436,6164,184,84	0.25	5195,1156,1791,6035	0.25
Leberleiden	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0020_word0000	52	281,7609,311,61	0.75	270,6081,2486,2082	0.75
Befte	German	Fraktur	Word	Der-Pionier-1891-10-07_P03_r1_line0004_word0000	295	323,7207,237,94	0.0	275,6298,1619,1314	0.0
Fäſſern,	German	Fraktur	Word	Kolonie-Zeitung-1867-02-23_P03_r1_line0012_word0002	23	871,5918,231,72	0.125	582,4766,2652,1434	0.125
Firma	German	Fraktur	Word	Kolonie-Zeitung-1867-08-24_P03_r1_line0017_word0001	24	3473,2998,177,64	359.875	3351,1574,2644,1912	359.875
Königs-	German	Textura	Word	Kolonie-Zeitung-1866-04-21_P03_r1_line0003_word0000	19	1076,4928,577,151	359.75	709,4498,2714,1521	359.75
Brazil.	Portuguese	Antiqua	Word	Der-Pionier-1888-05-19_P00_r1_line0011_word0008	231	2209,3993,296,186	0.375	52,2393,3428,3170	0.375
Stärkungsmittel	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0017_word0003	52	996,7392,462,73	0.75	270,6081,2486,2082	0.75
Berner	German	Textura	Word	Kolonie-Zeitung-1872-06-22_P03_r1_line0009_word0002	56	3507,8723,229,81	359.875	2998,8296,1239,602	359.875
freundlichſt	German	Fraktur	Word	Kolonie-Zeitung-1888-12-20_P01_r1_line0008_word0005	187	2125,5890,369,82	0.125	668,5136,2088,1657	0.125
ſolche	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0036_word0004	29	4060,6584,145,69	0.125	3251,3515,2466,4041	0.125
Auskunft	German	Fraktur	Word	Kolonie-Zeitung-1874-09-26_P03_r1_line0007_word0002	82	861,8265,314,80	0.125	211,7591,2490,776	0.125
aus	German	Fraktur	Word	Kolonie-Zeitung-1887-02-18_P03_r1_line0001_word0006	137	4532,4906,174,99	0.125	2683,4541,2047,1160	0.125
Antonio	German	Antiqua	Word	Kolonie-Zeitung-1887-03-25_P03_r1_line0004_word0000	140	4987,1833,567,132	359.625	4920,1011,2050,1121	359.625
Grosser	German	Antiqua	Word	Deutsches-Wochenblatt-1886-02-27_P03_r1_line0003_word0000	203	238,2648,348,81	0.25	118,2487,1121,820	0.25
ge⸗	German	Fraktur	Word	Kolonie-Zeitung-1867-08-24_P03_r1_line0012_word0016	24	5880,2683,87,57	359.875	3351,1574,2644,1912	359.875
(Rur	German	Fraktur	Word	Kolonie-Zeitung-1875-08-21_P03_r1_line0003_word0000	89	3555,5201,170,82	0.375	3227,4706,2134,1813	0.375
publica.	Portuguese	Antiqua	Word	Kolonie-Zeitung-1868-07-18_P03_r1_line0010_word0003	33	1918,7310,238,69	0.375	460,6439,2416,1096	0.375
Dezembro	Portuguese	Antiqua	Word	Kolonie-Zeitung-1873-12-20_P03_r1_line0009_word0003	71	1047,5813,386,69	0.0	217,5044,2483,1775	0.0
Febr.	German	Fraktur	Word	Kolonie-Zeitung-1870-02-26_P03_r1_line0011_word0005	45	5015,6958,144,75	0.0	4249,6515,1201,903	0.0
prompt	German	Fraktur	Word	Kolonie-Zeitung-1869-02-27_P03_r1_line0007_word0002	38	3760,2478,276,93	359.625	2932,1651,2443,1127	359.625
welche	German	Fraktur	Word	Der-Pionier-1889-12-14_P03_r1_line0007_word0002	263	917,3097,196,81	359.75	219,2052,1714,2031	359.75
Syſtem,	German	Textura	Word	Kolonie-Zeitung-1880-06-05_P03_r1_line0000_word0002	104	4868,4965,460,190	0.0	2950,4949,2494,1438	0.0
Kräuter⸗	German	Fraktur	Word	Kolonie-Zeitung-1881-12-17_P03_r1_line0001_word0000	121	3532,7200,446,106	359.75	2983,7057,2390,1164	359.75
ſchon	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0007_word0001	75	3527,4455,165,81	0.25	2871,3671,2483,4110	0.25
J.	German	Fraktur	Word	Kolonie-Zeitung-1874-05-16_P03_r1_line0001_word0005	76	4381,6012,77,86	0.625	2916,5806,2455,1942	0.625
empfiehlt	German	Fraktur	Word	Kolonie-Zeitung-1874-11-28_P03_r1_line0001_word0000	84	2834,6736,308,86	0.375	2819,6532,2460,694	0.375
Zur	German	Fraktur	Word	Kolonie-Zeitung-1874-05-16_P03_r1_line0003_word0000	76	3730,6243,133,86	0.625	2916,5806,2455,1942	0.625
da	Portuguese	Antiqua	Word	Der-Pionier-1891-04-08_P02_r1_line0004_word0005	288	5133,5896,99,76	359.875	3587,5259,1686,1176	359.875
Wogen	German	Fraktur	Word	Kolonie-Zeitung-1868-08-01_P03_r1_line0019_word0006	34	1634,6793,196,73	0.0	483,5282,2500,2814	0.0
Joze	Portuguese	Antiqua	Word	Kolonie-Zeitung-1873-01-04_P03_r1_line0001_word0001	59	961,4232,224,115	359.625	438,4120,2420,452	359.625
der	German	Textura	Word	Der-Pionier-1888-07-28_P02_r1_line0029_word0002	236	4734,5964,240,164	0.0	3481,2897,1654,6853	0.0
Januar	German	Fraktur	Word	Der-Pionier-1891-01-24_P02_r1_line0012_word0003	279	6356,2793,319,90	0.0	5316,546,1685,3035	0.0
allen	German	Fraktur	Word	Kolonie-Zeitung-1889-12-24_P03_r1_line0014_word0001	195	3995,6668,160,70	0.0	2507,4596,2157,3839	0.0
Tag	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0035_word0006	64	1453,7210,114,80	0.125	441,4191,2488,4398	0.125
Stahlfedern,	German	Fraktur	Word	Kolonie-Zeitung-1881-06-18_P03_r1_line0008_word0004	114	4542,3902,466,102	359.5	2895,3016,2538,1322	359.5
Verein	German	Fraktur	Word	Deutsches-Echo-1886-07-17_P03_r1_line0013_word0003	207	1476,4337,113,36	0.625	1168,3831,1118,678	0.625
des	German	Fraktur	Word	Kolonie-Zeitung-1870-01-15_P03_r1_line0012_word0008	44	4708,8657,93,53	0.375	2870,7500,2507,1385	0.375
der	German	Fraktur	Word	Kolonie-Zeitung-1866-04-21_P03_r1_line0005_word0006	19	2202,5179,85,56	359.75	709,4498,2714,1521	359.75
Bibliothek	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0049_word0001	64	771,8422,298,78	0.125	441,4191,2488,4398	0.125
Saale	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0001_word0006	5	2130,2671,236,80	0.0	415,2513,3072,1971	0.0
ihrer	German	Fraktur	Word	Kolonie-Zeitung-1881-02-12_P03_r1_line0011_word0008	108	5270,5157,158,74	359.125	2967,4152,2520,1339	359.125
Bahiano	Portuguese	Antiqua	Word	Kolonie-Zeitung-1867-12-21_P03_r1_line0008_word0003	28	1415,3099,248,58	359.625	634,2370,2609,1045	359.625
mir	German	Fraktur	Word	Kolonie-Zeitung-1869-04-24_P03_r1_line0007_word0006	39	1346,5706,118,70	359.875	366,4957,2432,1014	359.875
Frauen⸗Verein	German	Textura	Word	Deutsches-Echo-1886-09-04_P05_r1_line0000_word0001	208	2783,1944,588,91	0.0	2315,1940,1113,678	0.0
eignen	German	Fraktur	Word	Der-Pionier-1889-12-14_P03_r1_line0007_word0004	263	1307,3101,204,88	359.75	219,2052,1714,2031	359.75
Boehm	German	Antiqua	Word	Kolonie-Zeitung-1868-03-21_P03_r1_line0005_word0002	31	1266,5612,203,53	359.5	719,5294,1195,459	359.5
an	German	Fraktur	Word	Kolonie-Zeitung-1880-06-05_P03_r1_line0005_word0002	104	4036,5544,82,52	0.0	2950,4949,2494,1438	0.0
beloh⸗	German	Fraktur	Word	Der-Pionier-1888-07-28_P02_r1_line0025_word0004	236	4873,5399,248,91	0.0	3481,2897,1654,6853	0.0
des	German	Antiqua	Word	Kolonie-Zeitung-1887-09-16_P03_r1_line0010_word0004	158	2558,4895,173,74	0.375	644,4277,4246,3156	0.375
S.	Portuguese	Antiqua	Word	Kolonie-Zeitung-1887-05-20_P03_r1_line0022_word0006	147	6274,4064,69,79	359.75	4895,704,2080,3483	359.75
ſämmtlichen	German	Fraktur	Word	Der-Pionier-1891-09-26_P02_r1_line0007_word0006	294	6088,1743,646,127	0.25	3387,413,3423,2112	0.25
Preis	German	Fraktur	Word	Kolonie-Zeitung-1875-06-26_P03_r1_line0006_word0000	88	2919,5177,277,126	0.375	2892,4558,2477,914	0.375
Filz⸗Hüten	German	Fraktur	Word	Kolonie-Zeitung-1888-12-11_P01_r1_line0013_word0002	185	4846,2221,567,130	359.5	2695,623,4085,3247	359.5
erwieſen	German	Fraktur	Word	Kolonie-Zeitung-1864-03-19_P03_r1_line0006_word0009	7	2810,924,271,88	359.5	514,502,3121,1245	359.5
Max	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0021_word0000	27	1349,5680,157,89	359.75	613,4008,2645,2109	359.75
Auti-	German	Fraktur	Word	Der-Pionier-1889-09-04_P02_r1_line0022_word0004	257	6658,3505,235,76	0.0	5244,463,1713,6266	0.0
auf	German	Fraktur	Word	Kolonie-Zeitung-1873-01-25_P03_r1_line0003_word0008	60	2471,3855,114,87	359.375	346,3487,2467,1043	359.375
Francisco.	Portuguese	Antiqua	Word	Kolonie-Zeitung-1873-01-04_P03_r1_line0003_word0001	59	1475,4484,457,78	359.625	438,4120,2420,452	359.625
preparar	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0036_word0009	75	4653,7017,323,70	0.25	2871,3671,2483,4110	0.25
Tannenhof's	German	Fraktur	Word	Kolonie-Zeitung-1887-09-16_P03_r1_line0037_word0008	158	3750,6312,355,71	0.375	644,4277,4246,3156	0.375
Bedienter.	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0026_word0001	5	696,4180,332,73	0.0	415,2513,3072,1971	0.0
de	Portuguese	Antiqua	Word	Kolonie-Zeitung-1867-02-23_P03_r1_line0001_word0002	23	1179,4892,95,79	0.125	582,4766,2652,1434	0.125
Rua	Portuguese	Antiqua	Word	Kolonie-Zeitung-1866-10-27_P03_r1_line0006_word0000	22	1166,5713,128,56	359.875	701,4861,2645,942	359.875
dieſelben	German	Fraktur	Word	Der-Pionier-1891-03-21_P03_r1_line0007_word0000	285	3712,5108,374,92	0.0	3695,4447,1649,1155	0.0
Gewerbe	German	Textura	Word	Kolonie-Zeitung-1887-07-15_P03_r1_line0000_word0005	151	4508,3239,435,125	359.875	2892,3210,2064,1041	359.875
beſonders,	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0044_word0004	125	1341,4974,342,74	359.375	233,456,2172,6851	359.375
entfernen	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0016_word0010	52	2266,7309,257,69	0.75	270,6081,2486,2082	0.75
Stück	German	Fraktur	Word	Der-Pionier-1888-07-28_P02_r1_line0032_word0003	236	4337,6588,228,79	0.0	3481,2897,1654,6853	0.0
Zeitſchriften	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0019_word0005	27	2293,5514,330,72	359.75	613,4008,2645,2109	359.75
Der	German	Fraktur	Word	Kolonie-Zeitung-1887-04-22_P03_r1_line0005_word0000	144	2056,9134,153,76	0.0	618,8504,2102,775	0.0
Nachmittags	German	Fraktur	Word	Kolonie-Zeitung-1874-01-31_P03_r1_line0015_word0005	73	1629,5789,425,95	359.75	384,4124,3730,2287	359.75
der	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0047_word0005	125	1944,5245,103,61	359.375	233,456,2172,6851	359.375
Ländern	German	Fraktur	Word	Kolonie-Zeitung-1880-06-05_P03_r1_line0006_word0006	104	4697,5631,306,81	0.0	2950,4949,2494,1438	0.0
hierdurch	German	Fraktur	Word	Kolonie-Zeitung-1888-12-20_P01_r1_line0008_word0004	187	1787,5892,290,79	0.125	668,5136,2088,1657	0.125
nur	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0037_word0007	29	5534,6675,125,55	0.125	3251,3515,2466,4041	0.125
Stärkemehl	German	Antiqua	Word	Der-Pionier-1889-11-09_P03_r1_line0004_word0001	260	2552,1672,479,80	0.0	1960,539,3397,2986	0.0
obengenannte	German	Fraktur	Word	Kolonie-Zeitung-1870-01-15_P03_r1_line0013_word0005	44	3930,8728,375,70	0.375	2870,7500,2507,1385	0.375
Beſuche	German	Fraktur	Word	Der-Pionier-1889-08-21_P02_r1_line0023_word0004	256	4624,10111,332,99	0.0	3427,7201,3459,3249	0.0
erkennen	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0015_word0004	75	3944,5140,277,68	0.25	2871,3671,2483,4110	0.25
März	German	Antiqua	Word	Kolonie-Zeitung-1887-04-08_P03_r1_line0003_word0004	143	3420,2552,187,70	0.0	2762,2286,2021,929	0.0
zugeſichert.	German	Fraktur	Word	Kolonie-Zeitung-1878-06-29_P03_r1_line0006_word0001	97	4054,7341,389,102	359.75	2839,6726,2500,737	359.75
durch	German	Fraktur	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0099_word0016	53	4682,7567,172,85	0.0	330,3310,5103,5551	0.0
hör'	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0004_word0003	5	1136,2949,129,89	0.0	415,2513,3072,1971	0.0
daſs	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0016_word0004	125	1802,2536,140,81	359.375	233,456,2172,6851	359.375
Senf	German	Textura	Word	Kolonie-Zeitung-1881-12-17_P03_r1_line0006_word0002	121	4392,7979,230,121	359.75	2983,7057,2390,1164	359.75
C.	German	Fraktur	Word	Kolonie-Zeitung-1870-05-14_P03_r1_line0015_word0002	46	3887,8198,96,76	0.125	2831,6696,2483,1595	0.125
posto	Portuguese	Antiqua	Word	Kolonie-Zeitung-1863-05-30_P03_r1_line0002_word0008	1	2722,3134,191,79	359.75	366,2905,3083,474	359.75
Stickereien	German	Fraktur	Word	Der-Pionier-1887-07-02_P03_r1_line0067_word0010	210	1763,1757,222,42	0.0	16,142,2560,2064	0.0
geſucht,	German	Fraktur	Word	Kolonie-Zeitung-1868-09-05_P03_r1_line0019_word0002	35	3533,6057,204,71	359.75	3077,4430,2458,1719	359.75
